188,219,219,261,261,219,261,240,292,323,397,292,334,397,177,177,177,177,
198,219,230,271,261,230,261,240,303,334,397,303,344,397,188,188,188,188,
209,230,230,271,250,230,271,240,303,334,397,303,344,397,198,198,198,198,
209,240,240,282,240,240,271,240,303,334,397,303,344,397,209,209,209,209,
219,240,240,271,240,240,282,250,313,334,397,313,344,397,209,209,209,219,
230,250,250,282,250,250,282,250,313,334,397,313,344,397,219,219,219,219,
230,250,250,292,250,250,282,261,313,334,397,313,344,397,219,219,219,219,
230,250,250,292,292,250,292,261,313,334,397,313,344,397,219,230,219,230,
240,261,261,292,292,261,292,261,323,334,397,323,344,397,230,230,230,230,
240,261,261,292,303,261,292,261,323,334,397,323,344,397,230,230,230,230,
240,261,261,292,303,261,292,261,323,334,397,323,344,397,230,230,230,230,
230,261,250,292,303,261,292,261,323,334,397,313,344,397,230,230,230,230,
230,250,250,303,282,250,292,261,323,334,397,313,344,397,219,219,219,219,
219,250,250,292,271,250,282,271,313,334,397,313,344,397,219,219,219,219,
219,240,240,282,240,282,271,313,334,397,313,344,397,209,209,209,209,
209,240,240,282,240,282,271,303,334,397,303,344,397,198,198,198,198,
198,230,230,271,230,271,261,292,334,397,292,344,397,188,188,188,188,
177,219,219,261,271,219,261,261,292,334,397,292,344,397,177,177,177,177,
167,198,209,250,271,209,250,271,282,334,386,282,344,397,157,157,167,167,
157,188,188,250,282,198,240,282,282,334,386,271,334,397,146,146,146,146,
136,177,177,230,271,177,230,271,261,323,386,261,323,386,125,125,136,136,
125,157,157,209,240,167,209,250,250,323,376,250,323,386,115,115,125,125,
104,146,146,188,198,146,198,240,240,313,376,240,303,386,104,104,104,104,
94,136,136,177,219,136,177,219,230,303,365,230,303,365,94,94,94,94,
83,125,125,167,188,125,167,198,230,303,365,219,292,365,83,83,83,83,
83,125,125,167,125,157,177,219,292,365,219,292,355,73,73,83,83,
73,115,115,167,157,115,157,167,219,292,355,209,292,355,73,73,73,73,
73,115,115,157,146,115,146,167,219,282,355,209,282,355,63,63,73,73,
73,115,115,157,146,115,146,167,219,282,355,209,282,355,63,73,73,73,
73,115,115,157,146,115,157,167,219,292,355,219,292,355,73,73,73,73,
83,125,125,167,125,157,188,219,292,355,219,292,355,73,73,83,83,
83,125,125,177,188,125,167,198,230,303,365,219,303,365,83,83,83,83,
94,136,136,188,219,136,177,209,240,303,365,230,303,376,83,83,94,94,
104,146,146,198,240,146,188,230,240,313,386,240,313,386,104,104,104,104,
115,157,167,209,250,157,198,240,261,323,386,250,323,397,115,115,125,115,
136,177,177,219,261,177,219,271,334,386,261,334,397,125,125,136,136,
146,188,198,240,261,198,240,240,282,334,386,271,334,397,146,146,146,146,
167,198,209,250,261,209,250,230,282,334,386,282,334,397,157,157,167,167,
177,219,219,261,261,219,261,240,292,334,386,292,344,397,177,177,177,177,
188,230,230,271,271,230,271,240,303,334,386,303,344,397,188,188,188,188,
209,230,240,282,282,230,271,250,303,334,397,303,344,397,198,198,198,198,
209,240,240,292,282,240,282,250,313,334,397,313,344,397,209,209,209,209,
219,250,250,292,250,250,282,250,313,334,397,323,344,397,209,209,209,219,
230,250,250,292,250,250,292,261,323,334,397,323,344,397,219,219,219,219,
230,250,261,303,250,250,292,261,323,334,397,323,344,397,219,219,219,219,
230,261,261,303,261,250,292,261,323,334,397,323,344,397,219,219,230,219,
230,261,261,303,261,261,292,261,323,334,397,323,344,397,230,230,230,230,
230,261,261,303,261,261,292,261,323,334,397,323,344,397,230,230,230,230,
230,250,261,303,261,250,292,261,323,334,397,323,344,397,219,219,230,219,
230,250,261,303,250,250,292,261,323,334,397,323,344,397,219,219,219,219,
230,250,250,292,261,250,292,261,323,334,397,313,344,397,219,219,219,219,
219,250,250,292,282,240,282,261,313,334,397,313,344,397,209,209,219,209,
209,240,240,282,282,240,282,261,303,334,397,303,344,397,209,209,209,209,
198,230,240,282,271,230,271,261,303,334,397,303,344,397,198,198,198,198,
188,230,230,271,271,230,271,250,303,334,397,292,344,397,188,188,188,188,
177,219,219,261,282,219,261,261,292,334,397,292,344,397,177,177,177,177,
167,198,209,250,282,209,250,271,282,323,397,282,344,397,157,157,167,167,
157,188,198,240,282,188,240,282,271,334,386,271,344,397,146,146,146,146,
136,177,177,230,271,177,230,271,271,323,386,261,334,397,125,125,136,136,
125,167,167,219,230,167,219,250,261,323,386,250,323,397,115,115,125,125,
104,146,146,198,146,198,230,240,313,376,240,313,386,104,104,104,104,
94,136,136,188,230,136,188,219,240,303,376,230,303,376,83,94,94,94,
83,125,125,177,209,125,167,198,230,303,365,230,303,365,83,83,83,94,
83,125,125,167,198,125,157,188,219,292,365,219,303,365,73,73,83,83,
73,115,125,177,157,115,157,177,219,292,355,209,282,365,73,73,73,73,
73,115,115,157,177,115,157,177,209,292,355,209,292,365,63,63,73,73,
73,115,115,157,115,157,177,219,292,355,209,292,365,63,63,73,73,
73,125,125,157,188,115,157,188,219,292,355,219,292,365,63,63,73,73,
83,125,125,167,198,125,167,198,219,292,355,219,292,365,73,73,73,83,
83,125,136,177,209,136,177,219,230,303,365,230,303,365,73,73,83,83,
94,136,136,188,230,136,177,230,240,313,376,230,313,376,83,83,94,94,
104,146,146,198,240,146,198,230,250,323,386,250,323,386,94,104,104,104,
125,167,167,209,250,167,209,230,261,323,386,261,323,397,115,115,115,125,
136,177,167,219,240,177,219,209,271,323,386,261,323,397,125,125,136,136,
146,188,188,240,240,188,240,219,271,323,386,271,334,397,146,146,146,146,
167,198,198,250,250,209,250,230,282,323,386,282,334,397,157,157,157,167,
177,209,209,261,261,209,261,230,292,334,397,292,334,397,167,177,177,177,
188,219,219,271,271,219,261,240,292,334,397,292,344,397,177,188,188,188,
198,230,230,271,271,230,271,240,303,334,397,303,344,397,188,198,198,198,
209,230,230,271,282,230,271,240,303,334,397,303,344,397,198,198,198,198,
